Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Wing,Hong Kong,Deluxe Partial Harbour Room (1 King Size Bed),4 nights,"
December","2021
", 9.0 ,Service was responsive and excellent. I liked using the app as it was effective and responsive. Four Seasons staff were patient and understanding particularly as I had to do 72 hours isolation when I arrived. Their level of service was really appreciated particularly during these uncertain and stressful travel times.,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Beverley,Australia,Deluxe King Room with Harbour View,1 night,"
January","2022
", 9.0 ,"Room was just  lovely and bed the best I have slept in.
Loved the view and the day bed at the window.","A few silly little things, but the ticking clock in the bathroom was annoying. Also, minor, there was no price list for the mini bar, I asked downstairs and was told to download the app????????? and there was one towel set out at the shower and only one robe on the hook.
More important was the service in the restaurant for breakfast. We were sat down by a staff member who took off before we could ask the tea/coffee procedure. We then spent some time trying to find how we go about it, finally gave our order to a staff member and after 20 minutes, hadn't arrived, so requested again. No-one told us you had to order the eggs seperately, so ordered up at the counter, these eggs never arrived, so missed out there.
I felt there was a lot of staff in the room, but no organisation.",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Marlen,Australia,Four Seasons Full Harbour King Room,1 night,"
January","2022
", 10 ,the view,clean and comfortable,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,T,Australia,Premier Partial Harbour King Room,2 nights,"
January","2022
", 10 ,Location,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Deneat,Australia,Deluxe King Room with City View,1 night,"
January","2022
", 9.0 ,"The bed, pillows and duvet! So much so that I'm contemplating purchasing them!",An additional charge that was on our bill that wasn't mine but thankfully I picked it up and it was removed.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Sean,Australia,Deluxe King Room with Harbour View,1 night,"
January","2022
", 10 ,"lives up to the reputation, photos are representative of what you get.",na,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Arvinda,Australia,Deluxe King Room with Harbour View,3 nights,"
January","2022
", 8.0 ,"location was perfect, view while sitting on window seat was just lovely, all the staff were very friendly & obliging","Room was small. Joining lounge 32 was a waste as there was hardly any choice for me being a vegetarian esp as I don't drink much. I was advised there would be a lot of veg choice for me. We had this for 3 nights, staff tried to make an effort but got limited canopy. For breakfast on 2nd day we shifted to Mode which worked better. I had advised well in advance of diet requirement but felt nobody had paid any attention to this request",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Juliet,Australia,Premier Partial Harbour King Room,1 night,"
January","2022
", 10 ,"Everything, literally ! Third time staying here and after trying many other hotels we will always come here. New refurbishment, clean!! everything was on point. The I pad in the room allows you to do everything easily. different light settings, great food.. the list goes on",nothing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Abbey,Australia,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
January","2022
", 8.0 ,"Great location! close walk to restaurants and activities in The Rocks and Circular Quay.  Easy access to public transport to get to other areas in the city. 
Room was very clean and functional. We had a partial view room of the Opera House which was stunning! Staff and customer service was exceptional. 
The swimming pool and area was very nice too.",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Carolyn,Australia,Deluxe King Room with Harbour View,1 night,"
January","2022
", 10 ,"What is there not to like!  Easily accessible if you do travel by public transport, excellent location and truly ""close to everything"".  Beautiful rooms, with all the little luxuries, and a stunning view of the harbour.  Great room service, gorgeous Bar, delicious small meals and well made cocktails.  Very nice pool to cool down in.",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jennifer,Australia,Deluxe Twin Room with Harbour View,1 night,"
January","2022
", 10 ,The hotel was in a fabulous location. Our room had a harbour view room which was wonderful.,nothing.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Lisa,Australia,Deluxe Partial Harbour Room (1 King Size Bed),4 nights,"
January","2022
", 10 ,"convenient location, friendly helpful staff, club facilities pool",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Pappas,Australia,Deluxe Twin Room with Harbour View,1 night,"
January","2022
", 10 ,Best view for  Australia Day ðŸŽ‰,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Bradley,Australia,Deluxe Full Harbour Room - Mobility Access,2 nights,"
January","2022
", 10 ,"The views from the full harbour deluxe room is amazing. Greatly exceeded what I had expected.
Room service was quick.",Nothing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Aninta,Australia,Deluxe King Room with Harbour View,1 night,"
January","2022
", 10 ,Everything - service is impeccable. Room is spotless and modern. I loved that the full harbour view room gave us great prime view of the Australia Day fireworks. We will not stay at another hotel again when we go to the CBD!,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Nicola,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
January","2022
", 10 ,"clean, service was amazing",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Pasquale,Italy,Deluxe King Room with City View,2 nights,"
January","2022
", 10 ,"convenient location, beautiful viewâ€™ very clean friendly and professional staff",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Roy,Australia,Premier Partial Harbour King Room,1 night,"
January","2022
", 10 ,"All was great and the service was perfect!
Been back twice in one week. Iâ€™ll see you soon for sure.
Loved it",Love it all,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jessica,Australia,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
December","2021
", 8.0 ,"The location was great, lots of cafes close by. I liked the hotel had high cleanliness and masks provided at the door.",My breakfast (an omelette) was very disappointing. It was very rubber like as though it came out of the microwave. Unfortunately I was disappointed,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Georgiou,Australia,Deluxe King Room with City View,2 nights,"
January","2022
", 9.0 ,"the pool was great, the rooms are very clean and fresh!
room service is friendly and prompt",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Kimberly,Australia,Deluxe King Room with City View,1 night,"
January","2022
", 9.0 ,"We loved the location on Sydney harbour at the rocks with the most amazing views, the hotel is very luxurious and clean and the staff were all friendly with great service",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Hanna,Australia,Deluxe King Room with Harbour View,2 nights,"
December","2021
", 9.0 ,"The location is perfect. Near the city tram and the Rocks, yet away from the busy streets.",Carpert is not vaccuum'd thoroughly - a little bit dusty. I am aware because I have a crawling baby with me. ðŸ˜…,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jodie,Australia,Deluxe Twin Room with City View,2 nights,"
January","2022
", 9.0 ,location was great and the room was clean.,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jocelyn,United Kingdom,Deluxe Partial Harbour Room (1 King Size Bed),3 nights,"
January","2022
", 10 ,location,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Oceane,United Kingdom,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
January","2022
", 10 ,"- Great location
 - Professional and friendly staff
 - Good size room and very confortable bed
 - great value for money
Would stay again",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,T,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
November","2021
", 10 ,"Staff were great, the room was very spacious and staff were very helpful when organising a special surprise for my wife. Good location and close to alot of bars/restaurants within walking distance. Would definitely stay here again",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Rose,Australia,Deluxe Partial Harbour Room - Two Twin Beds,2 nights,"
January","2022
", 10 ,"the most beautiful view of the Sydney harbour ,comfortable beds I request twin beds which we have been provided thank you and attentive professional staff ,the food is wonderful its the same price anywhere outside the hotel  or around the Circular Quays",nothing everything is perfect,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Hashem,Australia,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
January","2022
", 9.0 ,Excellent service and the view was amazing. The room consisted of good things except maybe a mini kitchen with a tap or microwave would’ve been ideal.,The expense of certain items on the menu,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jake,United Kingdom,Deluxe King Room with City View,1 night,"
January","2022
", 10 ,Great roos size with a large king size bed which was amazingly comfortable,"the block out blind was not easy to find, slept without it for the night until light",en-us
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Misty,Australia,Premier Opera Room,3 nights,"
January","2022
", 8.0 ,"The room was great with a lovely view of the harbor, the bed was super soft and comfortable.  The onsite restaurant was lovely for dinner.",The pool wasn't heated like stated (or very minimally) and there was no service at the pool bar.  The buffet breakfast wasn't bad but we preferred external cafes for variety and freshness.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Camille,Australia,Deluxe King Room with City View,1 night,"
January","2022
", 8.0 ,the facilities were great,the room was a bit on the small side,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Maria,Australia,One-Bedroom Opera Suite,1 night,"
January","2022
", 9.0 ,"We’ll presented hotel. Great location, clean, comfortable and very friendly staff.",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Julia,Australia,Deluxe King Room with City View,1 night,"
January","2022
", 10 ,service was impeccable,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Louise,Australia,Deluxe Twin Room with Harbour View,3 nights,"
January","2022
", 9.0 ,"Gorgeous views, fabulous location, friendly staff. Wonderful!!",Nothing to dislike.  The room service prices were high - but it was expected at this level of hotel and there was no shortage of local food alternatives.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Louise,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
January","2022
", 8.0 ,Proximity to The Rocks and the city.,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Thomas,Australia,Deluxe Room with City View - Mobility Access,1 night,"
January","2022
", 10 ,Beautiful clean place feels luxury,No smokers area,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Greg,Australia,Deluxe King Room with City View,3 nights,"
January","2022
", 8.0 ,"eat location, pool area is great","nothing really, just a little dated",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Russell,Australia,Deluxe King Room with City View,2 nights,"
January","2022
", 10 ,None,"They could have been clearer about the cost of onsite parking, I was under the impression it was $79.00 for the stay but it turned out to be $79.00 per day, not a huge issue but added un-expected extra cost to the say.",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Matthew,Australia,Premier Opera Room,1 night,"
December","2021
", 8.0 ,None,We had trouble with the service app in the room and would have liked more written instructions for the tv.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Karen,Australia,Deluxe King Room with Harbour View,2 nights,"
January","2022
", 9.0 ,The room and view were wonderful,"I had explained several times that it was my husband's 60th birthday. I had several emails asking who was accompanying me on the trip, to which I answered several times. On Saturday night, nothing had been mentioned about the celebration so I enquired at the front desk. The gentleman seemed surprised that nothing had taken place and it was embarrassing that I had to bring it to their attention at 7 pm on the second night. It just was a let down.",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,John,Australia,Deluxe Partial Harbour Room (1 King Size Bed),4 nights,"
December","2021
", 8.0 ,"The Hotel is a completely professional outfit with excellent staff and was run extremely well. Right in the heart of circular key, with an outdoor pool - lots to enjoy. COVId restrictions were in place, but were really well managed",The room whilst very well appointed was pretty small as was the bathroom,en
